,Clean_Text,Label
4433,remaja hati hati gejala yan,netral
4434,who aku efek omicron rendah delta beritasonora,netral
4435,tuah omicron indonesia disiplinprotokolkesehatan vaksincovid bersatulawancovid,positif
4436,tuah omicron indonesia disiplinprotokolkesehatan vaksincovid bersatulawancovid,positif
4437,tuah omicron indonesia disiplinprotokolkesehatan vaksincovid bersatulawancovid,positif
4438,tuah omicron indonesia disiplinprotokolkesehatan vaksincovid bersatulawancovid,positif
4439,putus upaya elemen bangsa cegah masuk omicron memp,positif
4440,dinkes jakarta lurus informasi kait warga kota papar omicron omicron,negatif
4441,strategi singapura deteksi omicron salah satu tes antigen,positif
4442,strategi singapura deteksi omicron salah satu tes antigen,positif
4443,sebar omicron indonesia ambil putus mundur bwf world championship,netral
4444,afrika selatan lapor ribu cetak rekor tinggi omicron tuk,netral
4445,laksana tugas plt direktur jenderal cegah kendali sakit kemenkes maxi rein rondonuwu ban,netral
4446,salah kiat ketua dpr antisipasi masuk omicron patuh,negatif
4447,negara lapor omicron raja sekat terbang,negatif
4448,salah sebab gelombang jalan bijak perintah pusat,negatif
4449,who aku efek omicron rendah delta,positif
4450,strategi singapura deteksi omicron salah satu tes antigen,positif
4451,cegah sebar omicron disiplin terap protokol sehat disiplin prokes,positif
4452,perintah provinsi jakarta ban kabar omicron jakarta,negatif
4453,hotel karantina lapor penuh atur karantina tanggulang,negatif
4454,waspada sebar omicron afrika disiplin prokes,positif
4455,waspada sebar omicron afrika disiplin prokes,positif
4456,waspada sebar omicron afrika disiplin prokes,positif
4457,waspada sebar omicron afrika disiplin prokes,positif
4458,waspada sebar omicron afrika disiplin prokes,positif
4459,pmi siaga ribu rawan jelang momen hadap natal,positif
4460,kendor prokes tweeps omicron versi siluman temu ilmuwan sulit identifikasi,negatif
4461,ilmuwan temu versi siluman omicron nilai versi omicron sulit,negatif
4462,fakta dasar hasil klarifikasi litbangkes menteri sehat rabu desember,positif
4463,jakarta update antisipasi omicron masuk jakarta la,netral
4464,dpr tunda jalan dinas negeri putus ambil upaya cegah masuk omicr,positif
4465,inforasifm tenaga ahli utama kantor staf presiden ksp abraham wirotomo informasi,netral
4466,cekizen kenal omicron,netral
4467,omicron momok negara tular cepat milik gejala,negatif
4468,botswana klaim lonjak rawat inap akibat omicron,negatif
4469,who omicron timbul risiko infeksi ringan delta,negatif
4470,who ungkap data teliti omicron hasil ganas,negatif
4471,khawatir omicron reda bawa rupiah kuat,negatif
4472,who omicron timbul risiko infeksi ringan delta,negatif
4473,unicorn masuk indonesia omicron unicorn kuda zzz,netral
4474,dewan pakar iakmi hermawan saputra nilai perintah batal atur ppkm level nataru,netral
4475,perintah takut kena omicron,netral
4476,antisipasi omicron batas masuk wna solusi global nasional,positif
4477,semenjak omicron cuaca ekstrim bencana alam nurunin ekspektasi,negatif
4478,laksana tugas plt direktur jenderal cegah kendali sakit kemenkes maxi rein rondonuwu membant,positif
4479,waspada tular omicron disiplin prokes,positif
4480,apa omicron,netral
4481,edar narasi viral sebut warga papar omicron bekas kemenkes,negatif
4482,omicron deteksi negara who tambah who ju,negatif
4483,omicron tingkat risiko reinfeksi sakit sebab,negatif
4484,omicron tingkat risiko infeksi ulang jelas baca selengkapn,negatif
4485,edar narasi viral sebut warga papar omicron bekas kemenkes,negatif
4486,waspada omicron masuk kawasan asean disiplin prokes,positif
4487,waspada tular omicron disiplin prokes,positif
4488,ihsg desember prediksi kuat iring tenang pasar hadap omicron,netral
4489,gawat ilmuwan temu versi omicron sulit lacak omicron,negatif
4490,jemaah atur karantina ketat tanah air trubus saran per,negatif
4491,omicron kes malaysia dis libat embara warganegara afrika selatan,netral
4492,sebar isu sales askes tes cov dinkes jakarta informasi kait omicron,negatif
4493,bos pfizer klaim vaksin ampuh lawan omicron,positif
4494,tweeps perintah indonesia berangkat jemaah ibadah umrah temu,netral
4495,bos pfizer klaim vaksin ampuh lawan omicron,positif
4496,kabar edar cikarang barat kabupaten bekas papar,netral
4497,join upcoming instagram live instagram live mayapada hospital halodoc kenal gejala covi,netral
4498,indonesia waspada omicron masuk kawasan asean disiplin prokes,positif
4499,waspada gelombang omicron,positif
4500,langkah ambil lindung indonesia omicron rambah malay,positif
4501,omicron temu afrika selatan sebar negara paman jokow,netral
4502,waspada sebar omicron afrika disiplin prokes,positif
4503,denmark laksana langkah langkah bendung tular lepas omicron kes,positif
4504,epidemiolog dicky budiman usul guna proxy method deteksi omicron indonesia,positif
4505,who data efek omicron ringan delta,netral
4506,epidemiolog dicky budiman usul guna proxy method deteksi omicron indonesia,netral
4507,khawatir omicron reda rupiah langsung cuat dagang dollar,negatif
4508,who data efek omicron ringan delta,positif
4509,omicron lapor kes negara tingkat selatan afrika zimbabwe,netral
4510,who sebut omicron gejala ringan banding delta tedros adhano,positif
4511,waspada sebar omicron disiplin prokes,positif
4512,waspada sebar omicron disiplin prokes,positif
4513,omicron isu temu bekas kemenkes nyata,negatif
4514,waspada sebar omicron disiplin prokes,positif
4515,waspada sebar omicron disiplin prokes,positif
4516,waspada omicron afrika selatan disiplin prokes,positif
4517,waspada sebar omicron disiplin prokes,positif
4518,upaya cegah masuk omicron masuk indonesia pr putus tunda seluru,positif
4519,omicron cepat rebak bahaya omicron covd klasifikasi berb,negatif
4520,muncul omicron dunia ketar tir edar informasi omicron,negatif
4521,waspada tular omicron disiplin prokes,positif
4522,nilai indeks dollar nangkring poin pagi lorot banding hari laku pasar,negatif
4523,waspada tular omicron disiplin prokes,positif
4524,disiplin prokes omicron,positif
4525,omicron masuk jakarta dinkes,positif
4526,saham saham asia dagang fluktuatif dagang kamis pagi khawatir damp,netral
4527,pfizer sunti booster lindung omicron,positif
4528,disiplin prokes wwaspada omicron,positif
4529,antisipasi omicron masuk jakarta langkah perintah provinsi,positif
4530,langkah brilliant salah upaya cegah masuk omicron indonesia penangguha,positif
4531,mutasi omicron atas awat antibodi baru,positif
4532,perintah upaya tekan sebar indonesia mengal,positif
4533,perintah upaya tekan sebar indonesia mengal,positif
4534,perintah upaya tekan sebar indonesia mengal,positif
4535,perintah upaya tekan sebar indonesia mengal,positif
4536,perintah upaya tekan sebar indonesia mengal,positif
4537,waspada omicron susah masuk kawasan asean disiplin prokes,positif
4538,waspada omicron indonesia disiplin prokes,positif
4539,mutasi omicron atas awat antibodi baru,positif
4540,waspada omicron presiden gencar disiplin prokes,positif
4541,antisipasi omicron,positif
4542,waspada omicron presiden gencar vaksinasi disiplin prokes,positif
4543,omicron ancam khawatir negara dunia,negatif
4544,tim bulutangkis indonesia putus mundur juara dunia putus ambil pbsi,negatif
4545,who ungkap data teliti omicron hasil lebi,netral
4546,who ungkap data teliti omicron hasil lebi,netral
4547,dpr dukung penuh bijak omicron masuk indonesia,negatif
4548,bangalore takut omicron sebab profesor ubat india bunuh isteri anak memb,negatif
4549,putus dpr cegah masuk omicron,negatif
4550,perintah upaya tekan sebar indonesia mengal,positif
4551,langkah cegah masuk omicron,positif
4552,waspada omicron masuk kawasan asean disiplin prokes,positif
4553,perhati tantang iring muncul,netral
4554,waspada tular omicron disiplin prokes,positif
4555,waspada omicron presiden gencar vaksinasi disiplin prokes,positif
4556,edar narasi viral sebut warga papar omicron bekas kemenkes,negatif
4557,upaya cegah omicron newnormal lawancovid,positif
4558,dinkes tegas omicron,positif
4559,rupiah kuat topang reda khawatir omicron,netral
4560,iring reda khawatir investor omicron jelang rilis data inflas,netral
4561,jemaah atur karantina ketat tanah air trubus saran,positif
4562,gencar periksa wgs dinkes deteksi omicron kota,negatif
4563,waspada tular omicron disiplin prokes,positif
4564,waspada nama omicron disiplin prokes,positif
4565,kait reba omicron arab saudi arifin bilang serah sepenuhn,netral
4566,waspada nama omicron disiplin prokes,positif
4567,waspada omicron presiden gencar vaksinasi prokes disiplin prokes,positif
4568,waspada omicron presiden gencar vaksinasi prokes disiplin prokes,positif
4569,waspada omicron presiden gencar vaksinasi prokes disiplin prokes,positif
4570,waspada omicron presiden gencar vaksinasi prokes disiplin prokes,positif
4571,tim indonesia wdn wbc dana aneh alesannya omicron aneh,negatif
4572,cegah masuk omicron indonesia,negatif
4573,waspada omicron disiplin prokes,positif
4574,waspada omicron disiplin prokes,positif
4575,pasar gejolak temu investor khawatir omicron paksa batas,negatif
4576,waspada omicron disiplin prokes,positif
4577,waspada omicron disiplin prokes,positif
4578,waspada tular omicron disiplin prokes,positif
4579,waspada omicron perintah dorong vaksinasi kelompok rentan anak anak taatppkmlawanpandemi,positif
4580,waspada omicron disiplin prokes,positif
4581,waspada omicron presiden gencar vaksinasi,positif
4582,disiplin prokes waspada omicron,positif
4583,disiplin prokes waspada omicron,positif
4584,disiplin prokes waspada omicron,positif
4585,disiplin prokes waspada omicron,positif
4586,who omicron sebab sakit ringan delta,negatif
4587,waspada omicron presiden gencar vaksinasi disiplin prokes,positif
4588,tweeps perintah indonesia berangkat jemaah ibadah umrah temu var,netral
4589,press release ketua dpr dec tindak lanjut,netral
4590,waspada omicron masuk kawasan asean disiplin prokes,positif
4591,waspada tular omicron disiplin prokes,positif
4592,waspada tular omicron disiplin prokes,positif
4593,party subuh karantina menteri temu pos,negatif
4594,waspada omicron masuk kawasan asean disiplin prokes,positif
4595,waspada tular omicron disiplin prokes,positif
4596,capai vaksinasi mbak puan maharani harap,netral
4597,omicron tengah hoaks fakta merahputihcom omicron hoaks fakta,netral
4598,pakar amerika serikat omicron cepat tular baca lengkap,negatif
4599,upaya cegah masuk omicron daya tula,positif
4600,dpr tunda jalan dinas negeri dpr putus tunda rencana jalan dinas,positif
4601,waspada omicron presiden gencar vaksinasi,positif
4602,muslimahnews pimpin politik sekuler bahaya kemunc,negatif
4603,waspada omicron disiplin prokes,positif
4604,waspada sebar omicron afrika disiplin prokes,positif
4605,patuh bijak laku disiplin prokes puan maharani dpr tunda jalan,positif
4606,waspada disiplin prokes hati hati sebar omicron asal afri,positif
4607,waspada disiplin prokes hati hati sebar omicron asal afri,positif
4608,waspada disiplin prokes hati hati sebar omicron asal afri,positif
4609,waspada disiplin prokes hati hati sebar omicron asal afri,positif
4610,santer edar informasi omicron temu bekas domisili dinkes ban,netral
4611,santer edar informasi omicron temu bekas domisili dinkes ban,netral
4612,indonesia waspada omicron masuk kawasan asean disiplin prokes,positif
4613,santer edar informasi omicron temu bekas domisili dinkes ban,netral
4614,perintah kabupaten bekas ban kabar temu positifomicron,negatif
4615,waspada omicron disiplin prokes,positif
4616,kepala lembaga eijkman amin soebandrio pantau menggu,netral
4617,waspada omicron disiplin prokes,positif
4618,who ungkap data teliti omicron hasil lebi,netral
4619,praja ipdn sosialisasi prokes cegah omicron,netral
4620,waspada omicron presiden gencar vaksinasi disiplin prokes,positif
4621,who omicron deteksi negara prediksi tambah,netral
4622,waspada sebar omicron afrika disiplin prokes,positif
4623,indonesia waspada omicron masuk kawasan asean disiplin prokes,positif
4624,waspada sebar omicron afrika disiplin prokes,positif
4625,epidemiolog universitas sebelas maret uns tonang dwi ardyanto sebut omicron masuk indo,positif
4626,waspada tular omicron disiplin prokes,positif
4627,kabar omicron temu bekas ban menteri sehat,positif
4628,icmtrending bank kanada boc kekal kadar faedah malam utama ubah menyataka,netral
4629,upaya cegah omicron newnormal lawancovid,positif
4630,waspada sebar omicron afrika disiplin prokes,positif
4631,live now negara terap waspada antisipasi sebar omicron ce,positif
4632,omicron sebab sakit ringan delta who,negatif
4633,kamis lintasbantenpagi antisipasi omicron pemkab tangerang siap faskes,positif
4634,waspada omicron inggris ketat atur jalan,positif
4635,indonesia siaga lawan omicron disiplin prokes,positif
4636,wisatawan asing inggris ikut tes berangkat bijak pengaruh,netral
4637,dinkes tegas omicron temu jakarta,netral
4638,waspada omicron disiplin prokes,positif
4639,wisatawan asing inggris ikut tes berangkat bijak,positif
4640,waspada omicron disiplin prokes,positif
4641,emanuel harap benah langkah cegah masuk omicron jalan,positif
4642,who negara tindak hadap omicron,positif
4643,waspada ledak omicron eropa kevin sanjaya batal tampil juara dunia headline,positif
4644,putus ambil rapat bamus laksana gedung dpr puan upaya selur,netral
4645,data kait ancam omicron ketimbang dokter temu gejala,netral
4646,indonesia waspada omicron masuk kawasan asean disiplin prokes,positif
4647,omicron deteksi senegal,positif
4648,kenal omicron,netral
4649,salah sebab gelombang kemarin jalan bijak perintah pusat,netral
4650,umum veris baharu omicron dunia yvette menteri sih,netral
4651,waspada omicron presiden gencar disiplin prokes vaksinasi,positif
4652,dinkes sebut kabar warga jakarta papar omicron berita bohong,negatif
4653,indonesia waspada omicron masuk kawasan asean disiplin prokes,positif
4654,omicron mutasi buruk disiplin prokes,negatif
4655,waspada tular omicron disiplin prokes,negatif
4656,infografik cegah awal embara malaysia nama klik,positif
4657,nyata media menteri kesihatan malaysia kembang baharu omicron langkah langka,netral
4658,ketua dpr upaya elemen bangsa antisipasi,positif
4659,dinkes sebut kabar warga jakarta papar omicron berita bohong,negatif
4660,omicron deteksi negara badan sehat dunia who,negatif
